id,name,email,phone,company,status,user_id,created_at
141,note,noreply@note.com,,,Spam,2,2024-10-17 11:51:25.173656
142,ショップジャパン,shop@mail.shopjapan.co.jp,,,Spam,2,2024-10-17 11:51:51.440534
143,ショップジャパン,shop@mail.shopjapan.co.jp,,,Spam,2,2024-10-17 11:51:51.671181
144,Facebookの八木澤 望さん,friendupdates@facebookmail.com,,,Spam,2,2024-10-17 11:52:08.22581
145,Facebookの八木澤 望さん,friendupdates@facebookmail.com,,,Spam,2,2024-10-17 11:52:09.76766
146,セミナー事務局/SATORI株式会社,marketing@satori.team,,,Spam,2,2024-10-17 11:52:12.643751
147,セミナー事務局/SATORI株式会社,marketing@satori.team,,,Spam,2,2024-10-17 11:52:14.268869
148,船井総研,mail-academy@funaisoken.co.jp,,,Spam,2,2024-10-17 11:52:18.92334
149,船井総研,mail-academy@funaisoken.co.jp,,,Spam,2,2024-10-17 11:52:20.753941
157,seminar@myts-group.com,seminar@myts-group.com,,,Spam,2,2024-10-17 11:52:43.822798
167,au PAY カード,magazine@email.kddi-fs.com,,,Spam,2,2024-10-17 11:53:35.458076
175,第一生命,emagazine@daiichilife.com,,,Spam,2,2024-10-17 11:54:00.468727
180,ネットオフ NEWS,magazine2@mail.netoff.co.jp,,,Spam,2,2024-10-17 11:54:24.404522
188,OPEN HUB編集部,info-openhub@ml.ntt.com,,,Spam,2,2024-10-17 11:55:19.067452
195,Start ファイナンス,microsoft.start@email2.microsoft.com,,,Spam,2,2024-10-17 11:55:56.534742
196,すかいらーく,mail@ml.skylark.co.jp,,,Spam,2,2024-10-17 11:56:29.049726
197,すかいらーく,mail@ml.skylark.co.jp,,,Spam,2,2024-10-17 11:56:30.291795
198,Jetstar,jetstar@email.jetstar.com,,,Spam,2,2024-10-17 11:56:34.954876
200,リコージャパン株式会社　PASSインフォメーション,pass_info@d-marketing.jp.ricoh.com,,,Spam,2,2024-10-17 11:56:57.636918
201,リコージャパン株式会社　PASSインフォメーション,pass_info@d-marketing.jp.ricoh.com,,,Spam,2,2024-10-17 11:57:00.989306
202,ぐるなび会員メールマガジン「ぐるマガ」,gnavi-member@gnavi.co.jp,,,Spam,2,2024-10-17 11:57:10.820964
203,ぐるなび会員メールマガジン「ぐるマガ」,gnavi-member@gnavi.co.jp,,,Spam,2,2024-10-17 11:57:11.632306
204,au PAY インフォメーション,shop-infomail@aupay.wallet.auone.jp,,,Spam,2,2024-10-17 11:57:17.55919
205,au PAY インフォメーション,shop-infomail@aupay.wallet.auone.jp,,,Spam,2,2024-10-17 11:57:18.415962
206,PayPayカード,paypaycard-info@mail.paypay-card.co.jp,,,Spam,2,2024-10-17 11:57:23.290971
207,PayPayカード,paypaycard-info@mail.paypay-card.co.jp,,,Spam,2,2024-10-17 11:57:24.622315
208,LINE WORKS株式会社,contact_jp@line-works.com,,,Spam,2,2024-10-17 11:57:34.158295
209,LINE WORKS株式会社,contact_jp@line-works.com,,,Spam,2,2024-10-17 11:57:36.107779
210,後藤｜NTT東日本,info@bizdrive.ntt-east.co.jp,,,Spam,2,2024-10-17 11:57:39.982939
211,後藤｜NTT東日本,info@bizdrive.ntt-east.co.jp,,,Spam,2,2024-10-17 11:57:42.489841
212,イーベ！事務局｜イベント管理,news@event-form.jp,,,Spam,2,2024-10-17 11:57:50.772269
213,イーベ！事務局｜イベント管理,news@event-form.jp,,,Spam,2,2024-10-17 11:57:53.123794
214,JRE POINT事務局,info@form.jrepoint.jp,,,Spam,2,2024-10-17 11:58:15.584782
215,JRE POINT事務局,info@form.jrepoint.jp,,,Spam,2,2024-10-17 11:58:16.26378
216,Google Gemini,google-gemini-noreply@google.com,,,Spam,2,2024-10-17 11:58:29.378361
217,Google Gemini,google-gemini-noreply@google.com,,,Spam,2,2024-10-17 11:58:31.186008
218,ECzine編集部,support@eczine.jp,,,Spam,2,2024-10-17 11:58:35.137508
219,ECzine編集部,support@eczine.jp,,,Spam,2,2024-10-17 11:58:37.068568
220,【東京電力エナジーパートナー】くらしTEPCO web,mail@kurashi3.tepco.co.jp,,,Spam,2,2024-10-17 11:58:53.254092
221,【東京電力エナジーパートナー】くらしTEPCO web,mail@kurashi3.tepco.co.jp,,,Spam,2,2024-10-17 11:58:53.872426
222,ステップニュース【住友不動産販売】,stepon-news@stepon.co.jp,,,Spam,2,2024-10-17 11:59:06.140271
223,ステップニュース【住友不動産販売】,stepon-news@stepon.co.jp,,,Spam,2,2024-10-17 11:59:06.72719
224,JALマイレージバンク,jmbnews@jalmail.jal.com,,,Spam,2,2024-10-17 11:59:18.049663
225,JALマイレージバンク,jmbnews@jalmail.jal.com,,,Spam,2,2024-10-17 11:59:18.81782
226,Ｊリーグからのお知らせ,jnews@jleague.jp,,,Spam,2,2024-10-17 11:59:25.253036
227,Ｊリーグからのお知らせ,jnews@jleague.jp,,,Spam,2,2024-10-17 11:59:26.046218
228,"",noreply-apps-scripts-notifications@google.com,,,Spam,2,2024-10-17 11:59:51.688658
229,"",noreply-apps-scripts-notifications@google.com,,,Spam,2,2024-10-17 11:59:53.047146
230,めちゃコミック,magazine@mail.mechacomic.jp,,,Spam,2,2024-10-17 12:00:27.13871
231,めちゃコミック,magazine@mail.mechacomic.jp,,,Spam,2,2024-10-17 12:00:27.45305
232,【東京電力エナジーパートナー】くらしTEPCO web,info@kurashi.tepco.co.jp,,,Spam,2,2024-10-17 12:00:33.908787
233,【東京電力エナジーパートナー】くらしTEPCO web,info@kurashi.tepco.co.jp,,,Spam,2,2024-10-17 12:00:35.543712
234,Peach Aviation,noreply@resmail.flypeach.com,,,Spam,2,2024-10-17 12:00:40.081377
235,Peach Aviation,noreply@resmail.flypeach.com,,,Spam,2,2024-10-17 12:00:41.366068
236,富士通 My Cloud 事務局,mycloud@fmworld.net,,,Spam,2,2024-10-17 12:00:50.792366
237,富士通 My Cloud 事務局,mycloud@fmworld.net,,,Spam,2,2024-10-17 12:00:51.042779
238,読売新聞社,newsletter@my.yomiuri.co.jp,,,Spam,2,2024-10-17 12:01:10.941875
239,読売新聞社,newsletter@my.yomiuri.co.jp,,,Spam,2,2024-10-17 12:01:12.645546
240,ジャングルストア/筆ぐるめストア,jungle-info@junglejapan.com,,,Spam,2,2024-10-17 12:01:21.930339
241,ジャングルストア/筆ぐるめストア,jungle-info@junglejapan.com,,,Spam,2,2024-10-17 12:01:23.450738
242,川崎フロンターレ後援会,info@frontale.co.jp,,,Spam,2,2024-10-17 12:01:40.26264
243,川崎フロンターレ後援会,info@frontale.co.jp,,,Spam,2,2024-10-17 12:01:41.999513
244,TENTIAL オンラインストア,info@mail.tential.jp,,,Spam,2,2024-10-17 12:01:47.028323
245,TENTIAL オンラインストア,info@mail.tential.jp,,,Spam,2,2024-10-17 12:01:49.213194
246,（株）マッケンジーハウス小田原支店,odawara@mackenzie.co.jp,,,Spam,2,2024-10-17 12:01:59.639806
247,（株）マッケンジーハウス小田原支店,odawara@mackenzie.co.jp,,,Spam,2,2024-10-17 12:01:59.886975
249,"",infomag@nttxstore.jp,,,Spam,2,2024-10-17 12:02:13.959336
250,Amazon,account-update@amazon.com,,,Spam,2,2024-10-17 12:05:27.046908
251,Amazon,account-update@amazon.com,,,Spam,2,2024-10-17 12:05:27.81956
252,The Google Workspace Team,workspace-noreply@google.com,,,Spam,2,2024-10-17 13:34:34.824803
253,The Google Workspace Team,workspace-noreply@google.com,,,Spam,2,2024-10-17 13:34:38.900338
254,まぐまぐ総合夕刊版,mag2evening@mag2official.com,,,Spam,2,2024-10-17 13:53:19.528639
255,まぐまぐ総合夕刊版,mag2evening@mag2official.com,,,Spam,2,2024-10-17 13:53:23.700551
11,makoto nishio,macnishio@gmail.com,None,None,Contacted,2,2024-10-17 11:34:55.905875
310,Team Twilio,teamtwilio@team.twilio.com,,,Spam,2,2024-10-17 16:26:29.773636
1372,えきねっと,information@eki-net.com,,,Spam,2,2024-10-21 04:30:26.703199
1379,Zoho Cares,support@zohoconnect.com,,,Spam,2,2024-10-21 07:26:04.801428
1396,Anthropic,support+news@mail.anthropic.com,,,Spam,2,2024-10-21 14:34:22.143308
1529,ブレインパッドからのお知らせ,edu_marketing@brainpad.co.jp,,,Spam,2,2024-10-25 02:11:41.446541
1530,Salesforce,no-reply@digital.salesforce.com,,,Spam,2,2024-10-25 02:23:42.108467
1532,Biz/Zine Day 運営事務局,info_bizday@shoeisha.co.jp,,,Spam,2,2024-10-25 03:05:46.823848
1536,Notta Team,team@mail.notta.ai,,,Spam,2,2024-10-25 06:05:48.35566
